id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/40373299,Volume Information,College Music Symposium,1972,10.2307/40373299,article,misc,jstor,,1972-10-01,,12,http://www.jstor.org/stable/40373299,,College Music Society,eng,,,,elaine brody; edward lerner; narcissa williamson; wiley hitchcock; emanuel rubin; eichelberger ivey; composer; music elaine; jean eichelberger; curriculum,10380,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27153357,"Politics, Community, and Entertainment",Jahrbücher für Geschichte Osteuropas,2021,10.2307/27153357,article,research-article,jstor,,2021-01-01,2,69,http://www.jstor.org/stable/27153357,TADEUSZ WOJTYCH,Franz Steiner Verlag,eng,183,208,,guitar poetry; soviet guitar; franz steiner; steiner verlag; soviet guitar poetry; polish; poland; interview; platonov singing; platonov,12726,26,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43672820,AARON COPLAND'S SOVIET DIARY (1960),Notes,2014,10.2307/43672820,article,research-article,jstor,,2014-06-01,4,70,http://www.jstor.org/stable/43672820,Kevin Bartig,Music Library Association,eng,575,596,,copland; soviet; composers; aaron copland; coplands soviet; acc box; symphony; soviet diary; coplands soviet diary; moscow,9793,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/1193485,Pushkin and Music: A Poet's Echoes,The Musical Times,1999,10.2307/1193485,article,research-article,jstor,,1999-04-01,1866,140,http://www.jstor.org/stable/1193485,Gerald Seaman,Musical Times Publications Ltd.,eng,29,32,,pushkin; evgeny onegin; boris godunov; russian; muzyka pushkin; muzyka; musical; stone guest; natalya goncharova; pushkins writings,3490,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26565141,Moskau: Metropole zwischen Kultur und Macht,Slavic Review,2017,10.2307/26565141,article,book-review,jstor,,2017-07-01,2,76,http://www.jstor.org/stable/26565141,Stephen Lovell; Thomas Grob; Sabina Horber,Cambridge University Press,eng,570,571,,moscow; soviet; fairclough; literaturnoe obozrenie; tomáš glanc; thomas grob; novoe literaturnoe; redepenning; dorothea redepenning; mikhail lermontov,1095,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/741279,Current Chronicle,The Musical Quarterly,1965,10.2307/741279,article,research-article,jstor,,1965-04-01,2,51,http://www.jstor.org/stable/741279,Irving Lowens; Richard Franko Goldman; Robert Evett; Wendell Margrave,Oxford University Press,eng,396,418,,concerto; composer; current chronicle; musical quarterly; stravinsky; rumanian; orchestra; symphony; dallapiccola; malipiero,9040,23,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26865942,"Liszt's Problems, Bartók's Problems, My Problems",Studia Musicologica,2017,10.2307/26865942,article,research-article,jstor,,2017-01-01,3/4,58,http://www.jstor.org/stable/26865942,Richard Taruskin,Akadémiai Kiadó,eng,301,320,,bartók; studia musicologica; béla bartók; richard taruskin; hungarian; fosler lussier; problems; bartók liszt; stravinsky; poietic fallacy,8555,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/44990805,Bibliography: Shakespeare: Annotated World Bibliography for 1982,Shakespeare Quarterly,1983,10.2307/44990805,article,research-article,jstor,,1983-01-01,5,34,http://www.jstor.org/stable/44990805,HARRISON T. MESEROLE; JOHN B. SMITH,Oxford University Press,eng,516,784,,shakespeare; bibliog; incl one; english; quarterly; essays; bibliography; disc shak; studies; incl one essay,182899,269,unigrams; bigrams; trigrams
http://www.jstor.org/stable/729861,Review Article,Music & Letters,1949,10.2307/729861,article,book-review,jstor,,1949-01-01,1,30,http://www.jstor.org/stable/729861,Zoltán Kodály,Oxford University Press,eng,91,91,,zoltan pange; lento tranquillo; pange lingua; orchestral splendours; breezily vulgar; allegro moderato; boosey hawkes; valse caprice; tantum ergo; chromatic intonation,548,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/921955,The Amateurs' Exchange,The Musical Times,1942,10.2307/921955,article,misc,jstor,,1942-01-01,1187,83,http://www.jstor.org/stable/921955,,Musical Times Publications Ltd.,eng,27,28,,musical times; symphony; piano concerto; orchestra; pooh bah; tchaikovskys fifth; philharmonic orchestra; brahmss; symphony orchestra; chamber music,1864,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.3998/mpub.9853855,Music on the Move,,2020,10.3998/mpub.9853855,book,book,jstor,,2020-01-01,,,http://www.jstor.org/stable/10.3998/mpub.9853855,DANIELLE FOSLER-LUSSIER,University of Michigan Press,eng,,,Ann Arbor,african; americans; spirituals; african diaspora; concert spiritual; people; musical; jubilee singers; musicians; singing,126277,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/902189,Review Article,Studia Musicologica Academiae Scientiarum Hungaricae,1987,10.2307/902189,article,book-review,jstor,,1987-01-01,1/4,29,http://www.jstor.org/stable/902189,László Vikár; B. Assafyev; I. I. Zemtzovsky; A. B. Kunanbaeva,Akadémiai Kiadó,eng,423,424,,writings; soviet; leningrad; russian; leningrad muzika; academiae scientiarum; editio musica; soviet union; music traditions; academician boris,1092,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/921071,The Art of Singing in Decline,The Musical Times,1943,10.2307/921071,article,research-article,jstor,,1943-07-01,1205,84,http://www.jstor.org/stable/921071,Edwin Evans,Musical Times Publications Ltd.,eng,201,202,,singers; musicianship; consonants; many singers; violinists; singers palsy; portamento; wobble; lethal chamber; musical times,2088,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20453317,Sofia Gubaidulina: A Biography,Slavic Review,2009,10.2307/20453317,article,book-review,jstor,,2009-04-01,1,68,http://www.jstor.org/stable/20453317,David Fanning; Michael Kurtz; Christoph K. Lohmann,Cambridge University Press,eng,197,198,,michael kurtz; dmitrii shostakovich; soviet; kurtzs diligence; edison denisov; linas worldview; malcolm hamrick; denisov albeit; rarefied arenas; indulgent justifiably,646,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/902441,The Epic Dimension in Borodin's Prince Igor,Studia Musicologica Academiae Scientiarum Hungaricae,1991,10.2307/902441,article,research-article,jstor,,1991-01-01,1/4,33,http://www.jstor.org/stable/902441,Zsuzsa Domokos,Akadémiai Kiadó,eng,131,149,,igors arrny; borodin; prince igor; igors army; russian; libretto; studia; academiae; ruslan; chorus,8442,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/826483,Soviet Musicians and the Great Terror,Europe-Asia Studies,2002,10.2307/826483,article,research-article,jstor,,2002-05-01,3,54,http://www.jstor.org/stable/826483,Caroline Brooke,"Taylor & Francis, Ltd.",eng,397,413,,shostakovich; composers; soviet; composers union; moscow; tukhachevsky; conservatoire; musicians; leningrad; arts committee,9835,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26844632,Eduard Hanslick’s <em>On the Musically Beautiful</em>,International Review of the Aesthetics and Sociology of Music,2018,10.2307/26844632,article,research-article,jstor,,2018-06-01,1,49,http://www.jstor.org/stable/26844632,Elvira Panaiotidi,Croatian Musicological Society,eng,53,94,,mikhailov; eduard; hanslick; towards alexandr; musically beautiful; reverse translation; mikhailov eduard; eduard hanslick; austrian; alexandr mikhailov’s,21833,42,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3343639,Review Article,Journal of Research in Music Education,1955,10.2307/3343639,article,book-review,jstor,,1955-10-01,2,3,http://www.jstor.org/stable/3343639,Robert A. Warner; Carl Halter,MENC: The National Association for Music Education,eng,155,156,,russian music; soviet; church musicians; music education; church music; joen verrall; musical life; romantically overstuffed; musical; soviet music,1363,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.1525/jm.2014.31.2.231,Valentin Silvestrov and the Echoes of Music History,The Journal of Musicology,2014,10.1525/jm.2014.31.2.231,article,research-article,jstor,,2014-04-01,2,31,http://www.jstor.org/stable/10.1525/jm.2014.31.2.231,Peter Schmelz,University of California Press,en,231,271,,symphony; postlude; kosmos valentina; valentina sil’vestrova; kitsch; martynov; valentin; musicology; dlya slukha; schmelz,16513,41,unigrams; bigrams; trigrams
http://www.jstor.org/stable/943111,Front Matter,Tempo,1948,10.2307/943111,article,misc,jstor,,1948-04-01,7,,http://www.jstor.org/stable/943111,,Cambridge University Press,eng,23,24,,boosey hawkes; sonata; vocal score; piano sonatas; regent street london; erwin stein; russian composers; orchestra; barbirolli ballade; goehr amadeus,1301,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/727608,Review Article,Music & Letters,1946,10.2307/727608,article,book-review,jstor,,1946-10-01,4,27,http://www.jstor.org/stable/727608,I. K.; Alessandro Scarlatti; Edward J. Dent,Oxford University Press,eng,273,273,,boosey hawkes; string quartet; solea frenare; hawkes london; martire solea; chel duol; boosey hawkes london; mio fallire; ragion vien; viso sereno,666,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.5699/slaveasteurorev2.95.3.0541,"Classics for
                        the Masses: Shaping Soviet Musical Identity under Lenin and
                    Stalin",The Slavonic and East European Review,2017,10.5699/slaveasteurorev2.95.3.0541,article,book-review,jstor,,2017-07-01,3,95,http://www.jstor.org/stable/10.5699/slaveasteurorev2.95.3.0541,"Michelle Assay; Fairclough, Pauline",Modern Humanities Research Association,en,541,544,,soviet; soviet musical; fairclough; russian; leningrad; western; sources fairclough; moscow; cultural; musical life,1776,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/941102,Review Article,Notes,1989,10.2307/941102,article,book-review,jstor,,1989-12-01,2,46,http://www.jstor.org/stable/941102,David Butler Cannata; Dmitry Feofanov; Nicolai Koptschewski,Music Library Association,eng,513,514,,piano music; soviet piano; harbison; russian piano; donald martino; pieces; john harbison; composers; robert herrick; anatoli alexandrov,1323,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/730316,Review Article,Music & Letters,1957,10.2307/730316,article,book-review,jstor,,1957-07-01,3,38,http://www.jstor.org/stable/730316,J. S. W.; Igor Stravinsky; Alfred Krings; Cologne Arno Volk Verlag; P. Wehrle; A. Krings; Erich Itor Kahn; Friedrich Karl Grimm; Sergey Prokofiev,Oxford University Press,eng,307,308,,schott london; sonata; deutsche lieder; prokofiev; josquin jannequin; three madrigals; bassoon; madrigal; chansons; diabolic prokofiev,977,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/48695973,Alfred Schnittke’s Triadic Practice,Journal of Music Theory,2017,10.2307/48695973,article,research-article,jstor,,2017-10-01,2,61,http://www.jstor.org/stable/48695973,Christopher Segall,Duke University Press,eng,243,287,,triads; psm framework; triadic; neo riemannian; segall; component triads; triadic practice; octatonic; schnittke’s triadic; leading,22402,45,unigrams; bigrams; trigrams
http://www.jstor.org/stable/922208,Gramophone Notes,The Musical Times,1943,10.2307/922208,article,book-review,jstor,,1943-10-01,1208,84,http://www.jstor.org/stable/922208,W. McNaught,Musical Times Publications Ltd.,eng,307,308,,griegs; parrys; parrys songs; philharmonic orchestra; composer; musical; string quartet; suites; singer; gauk decca,2060,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/427082,Review Article,The Journal of Aesthetics and Art Criticism,1947,10.2307/427082,article,book-review,jstor,,1947-03-01,3,5,http://www.jstor.org/stable/427082,Arnold Elston; Israel V. Nestyev; Rosa Prokofieva,Wiley,eng,231,233,,prokofiev; sergei prokofiev; soviet; musical; composers; alexander nevsky; soviet musicologist; diaghilev; composers creative; fifth symphony,1058,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2493536,Books Received,Slavic Review,1971,10.2307/2493536,article,misc,jstor,,1971-03-01,1,30,http://www.jstor.org/stable/2493536,,"Association for Slavic, East European, and Eurasian Studies",eng,236,247,,soviet; russian; introd; westport conn; conn greenwood; slavische propylaen; westport conn greenwood; praeger; wilhelm fink; slavic,6576,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43289707,Contributors to this Issue,Studia Musicologica,2013,10.2307/43289707,article,misc,jstor,,2013-03-01,1,54,http://www.jstor.org/stable/43289707,,Akadémiai Kiadó,eng,105,107,,franz liszt; malou haine; musicology; hector berlioz; russian music; guildhall school; dorothea redepenning; university; professor; cécile reynaud,918,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40856230,Leonard Bernstein: The Political life of an American Musician,Notes,2010,10.2307/40856230,article,book-review,jstor,,2010-06-01,4,66,http://www.jstor.org/stable/40856230,Howard Pollack; Barry Seldes,Music Library Association,eng,762,764,,seldes; bernstein; leonard bernstein; mahlers; bernsteins political; copland; trite bombastic; barry seldes; winded trite; bernsteins fbi,1804,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43500806,"Sound, Speech, Music in Soviet and Post-Soviet Cinema",Cinéaste,2015,10.2307/43500806,article,book-review,jstor,,2015-04-01,2,40,http://www.jstor.org/stable/43500806,Michael Joshua Rowin; Iya Kaganovsky; Masha Salazkina,"Cineaste Publishers, Inc.",eng,78,79,,soviet; soviet cinema; soviet sound; socialist realism; speech music; soviet unions; sound speech; post soviet cinema; cineaste spring; eisenstein,1601,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/890328,Review Article,Notes,1950,10.2307/890328,article,book-review,jstor,,1950-12-01,1,8,http://www.jstor.org/stable/890328,Rupert Hughes; Rudi Blesh; Harriet Janis,Music Library Association,eng,164,165,,ragtime; harriet janis; composers; soviet; played ragtime; orchestra; symphony; realist music; illus ports; symphony hall,1324,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/729620,Review Article,Music & Letters,1948,10.2307/729620,article,book-review,jstor,,1948-07-01,3,29,http://www.jstor.org/stable/729620,K. A.; William Wordsworth,Oxford University Press,eng,322,322,,allegro feroce; wordsworth william; wordsworth; brusque allegro; robert bridges; alec rowley; alternation chords; profuse ornamentation; predominantly diatonic; adagio,527,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/729622,Review Article,Music & Letters,1948,10.2307/729622,article,book-review,jstor,,1948-07-01,3,29,http://www.jstor.org/stable/729622,K. A.; V. Zhelobinsky,Oxford University Press,eng,322,322,,allegro feroce; wordsworth william; wordsworth; brusque allegro; robert bridges; alec rowley; alternation chords; profuse ornamentation; predominantly diatonic; adagio,527,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3060834,Review Article,British Journal of Ethnomusicology,1997,10.2307/3060834,article,book-review,jstor,,1997-01-01,,6,http://www.jstor.org/stable/3060834,Carole Pegg; Gregory F. Barz; Timothy J. Cooley,British Forum for Ethnomusicology,eng,189,191,,fieldwork; ethnomusicology; todd titon; baaka pygmies; anthropology; shadows; musical; bohlman; greg barz; soviet traditions,1970,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/949042,An Autobiographical Quartet,The Musical Times,1961,10.2307/949042,article,research-article,jstor,,1961-04-01,1418,102,http://www.jstor.org/stable/949042,Yury Keldysh,Musical Times Publications Ltd.,eng,226,228,,quartet; eighth quartet; allegro molto; shostakovichs; symphony; lyrical; movement; eleventh symphony; tenth symphony; piano trio,1957,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2493843,Volume Information,Slavic Review,1971,10.2307/2493843,article,misc,jstor,,1971-12-01,4,30,http://www.jstor.org/stable/2493843,,"Association for Slavic, East European, and Eurasian Studies",eng,959,970,,review; soviet; russian; ryavec; robert; alexander; slavic review; theodore shabad; keith hitchins; zev katz,7510,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/936205,New Music,The Musical Times,1949,10.2307/936205,article,book-review,jstor,,1949-10-01,1280,90,http://www.jstor.org/stable/936205,,Musical Times Publications Ltd.,eng,353,354,,childrens songs; delian ninths; lutenist lyricism; alec rowleys; boosey hawkes; coleridges egypts; chromatics chester; croziers rape; contemporaneous stainton; harmonia sacra,1371,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3394515,Music and Musical Life in Soviet Russia,Music Educators Journal,1974,10.2307/3394515,article,book-review,jstor,,1974-01-01,5,60,http://www.jstor.org/stable/3394515,Kenneth B. Klaus; Boris Schwarz,"Sage Publications, Inc.",eng,82,84,,soviet; concerts abroad; schwarz; moog synthesizer; choral; new releases; percussion; sweet caroline; synthesizer tape; russian,2435,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24736845,"Late-Stalinist ideological campaigns and the rupture of jazz: 'jazz-talk' in the Soviet Estonian cultural newspaper ""Sirp ja Vasar""",Popular Music,2014,10.2307/24736845,article,research-article,jstor,,2014-10-01,3,33,http://www.jstor.org/stable/24736845,HELI REIMANN,Cambridge University Press,eng,509,529,,soviet; estonian; ojakäär; jazz orchestra; estonian jazz; soviet union; heli reimann; jazz music; word jazz; soviet jazz,12688,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/946395,Tikhon Khrennikov in Interview,Tempo,1990,10.2307/946395,article,research-article,jstor,,1990-06-01,173,,http://www.jstor.org/stable/946395,Seppo Heikinheimo; Tikhon Khrennikov; Jeremy Parsons,Cambridge University Press,eng,18,20,,seppo heikinheimo; soviet; stalin; shostakovich prokofiev; composers union; soviet music; moscow; finnish; philharmonic orchestra; violin concerto,2020,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/730315,Review Article,Music & Letters,1957,10.2307/730315,article,book-review,jstor,,1957-07-01,3,38,http://www.jstor.org/stable/730315,I. K.; Francesco Barsanti; Walter Bergmann; York Bowen; Arnold Cooke; Mary Dare; Gordon Jacob; Thomas Pitfield; Edmund Rubbra; R. Vaughan Williams,Oxford University Press,eng,306,307,,deutsche lieder; josquin jannequin; sonata; three madrigals; quartet; chansons; score parts; schott london; prokofiev sergey; congenial fistfuls,963,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/935106,Miscellaneous,The Musical Times,1952,10.2307/935106,article,misc,jstor,,1952-11-01,1317,93,http://www.jstor.org/stable/935106,,Musical Times Publications Ltd.,eng,515,516,,festival; sao paulo; ballet; symphony; royal festival; festival hall; croydon philharmonic; orchestra; string orchestra; ashton,2275,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/851238,"Current Bibliography, Discography and Filmography",Ethnomusicology,1984,10.2307/851238,article,misc,jstor,,1984-09-01,3,28,http://www.jstor.org/stable/851238,Joseph C. Hickerson; Louise S. Spear; Ruth M. Stone,University of Illinois Press,eng,519,550,,section heartz; bibliog; photos; wade eds; twelfth congress; general section heartz; eds report; wade eds report; music photos; general section,13283,32,unigrams; bigrams; trigrams
http://www.jstor.org/stable/932477,Soviet Musicology,Acta Musicologica,1974,10.2307/932477,article,research-article,jstor,,1974-01-01,1,46,http://www.jstor.org/stable/932477,Boris Jarustovsky,International Musicological Society,eng,50,57,,soviet musicology; musical; musicologists; soviet musicologists; russian; xxth century; moscow; composers; russian musical; intonation,3845,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/738717,Volume Information,The Musical Quarterly,1937,10.2307/738717,article,misc,jstor,,1937-01-01,1,23,http://www.jstor.org/stable/738717,,Oxford University Press,eng,,,,kouwenhoven john; julien tiersot; xxiii page; julius bahles; alfredo catalani; varro margit; dietrich buxtehude; antonia bembo; opus ultimum; violet valencian,399,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3526027,Volume Information,Music & Letters,2005,10.2307/3526027,article,misc,jstor,,2005-02-01,1,86,http://www.jstor.org/stable/3526027,,Oxford University Press,eng,i,vi,,arnold whittall; pauline fairclough; nicholas temperley; cambridge companion; barry cooper; grimley; shostakovich; hogwood christopher; grimley daniel; robin stowell,2009,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/950850,Review Article,The Musical Times,1961,10.2307/950850,article,book-review,jstor,,1961-06-01,1420,102,http://www.jstor.org/stable/950850,Alec Robertson; Franz Tack,Musical Times Publications Ltd.,eng,376,377,,gregorian chant; soviet editions; miniature score; string quartet; quartet; musica rara; mozart; partita; halsey stevens; sonatine champetre,1947,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/956015,The Other 'Bohème',The Musical Times,1970,10.2307/956015,article,research-article,jstor,,1970-05-01,1527,111,http://www.jstor.org/stable/956015,John W. Klein,Musical Times Publications Ltd.,eng,497,499,,leoncavallo; puccini; pagliacci; manon lescaut; boheme; composer; contraband manon; wretched garret; libretto; appointed,2740,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40318043,Do Our Models for Music Research and Teaching Reflect Our Human Social Nature?,Bulletin of the Council for Research in Music Education,1987,10.2307/40318043,article,research-article,jstor,,1987-01-01,90,,http://www.jstor.org/stable/40318043,David B. Williams,University of Illinois Press,eng,65,72,,music education; music expression; music skills; construct; sidnell; musical; hindemith; universal construct; arbor symposium; species,3370,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/941918,Review Article,Notes,1991,10.2307/941918,article,book-review,jstor,,1991-03-01,3,47,http://www.jstor.org/stable/941918,Geraldine Ostrove; Stanley Sadie; Alison Latham,Music Library Association,eng,796,797,,norton grove; composers; entries; encyclopedia; titles; articles; elgar havergal; unfamiliar; major composers; reference,1407,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4206842,Review Article,The Slavonic and East European Review,1974,10.2307/4206842,article,book-review,jstor,,1974-01-01,126,52,http://www.jstor.org/stable/4206842,Arnold B. McMillin; Boris Schwarz,Modern Humanities Research Association,eng,135,136,,soviet; soviet music; musical; professor schwarzs; katerina izmaylova; musical life; schwarz; soviet russia; orientated cantatas; lawed soviet,736,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.5699/slaveasteurorev2.97.1.0204,Abstracts,The Slavonic and East European Review,2019,10.5699/slaveasteurorev2.97.1.0204,article,research-article,jstor,,2019-01-01,1,97,http://www.jstor.org/stable/10.5699/slaveasteurorev2.97.1.0204,,Modern Humanities Research Association,eng,204,205,,soviet; russian; musicologists; soviet musicologists; soviet union; sergei rakhmaninov; émigré; early soviet; anatolii aleksandrov; composers,928,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/j.ctt6wq3gn,Composing the Party Line,,2013,10.2307/j.ctt6wq3gn,book,book,jstor,,2013-01-01,,,http://www.jstor.org/stable/j.ctt6wq3gn,David G. Tompkins,Purdue University Press,eng,,,"West Lafayette, Indiana",music festivals; socialist realism; polish; kraków pwm; polish music; warsaw; composers; symphony; stalin; german,134225,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/956336,Old Soviet Hat,The Musical Times,1971,10.2307/956336,article,book-review,jstor,,1971-02-01,1536,112,http://www.jstor.org/stable/956336,Rita McAllister; Stanley Dale Krebs,Musical Times Publications Ltd.,eng,133,134,,composers; roberton publications; soviet music; curwen; faber music; wendover aylesbury; stanley dale; young composers; windmill wendover; prokofiev,753,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/j.ctt1zxsk34,Freedom from Violence and Lies,,2013,10.2307/j.ctt1zxsk34,book,book,jstor,,2013-01-01,,,http://www.jstor.org/stable/j.ctt1zxsk34,Simon Karlinsky; Robert P. Hughes; Thomas A. Koster; Richard Taruskin,Academic Studies Press,eng,,,"Brighton, MA",mandelstam; russian; harbin; poetry; l’heure espagnole; nadezhda mandelstam; osip mandelstam; manchuria; russian poetry; operas,193989,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/42966563,"Bresson, Tarkovsky and Contemporary Pessimism",The Cambridge Quarterly,1985,10.2307/42966563,article,research-article,jstor,,1985-01-01,1,14,http://www.jstor.org/stable/42966563,Mark Le Fanu,Oxford University Press,eng,51,59,,bresson; tarkovsky; argent; bresson and tarkovsky; andrei tarkovsky; madness; tolstoy; femme douce; cambridge quarterly; nostalgia,3986,9,unigrams; bigrams; trigrams
